url,html,tag_name,attributes,inner_text,is_visible,bounding_box,selector,suggested_action
https://www.automationexercise.com/,"<a href=""/brand_products/Polo""> <span class=""pull-right"">(6)</span>Polo</a>",a,{'href': '/brand_products/Polo'},"(6)
POLO",True,"{'x': 62.727272033691406, 'y': 933.9630126953125, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/H&amp;M""> <span class=""pull-right"">(5)</span>H&amp;M</a>",a,{'href': '/brand_products/H&M'},"(5)
H&M",True,"{'x': 62.727272033691406, 'y': 965.95166015625, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(2) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Madame""> <span class=""pull-right"">(5)</span>Madame</a>",a,{'href': '/brand_products/Madame'},"(5)
MADAME",True,"{'x': 62.727272033691406, 'y': 997.9403076171875, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(3) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Mast &amp; Harbour""> <span class=""pull-right"">(3)</span>Mast &amp; Harbour</a>",a,{'href': '/brand_products/Mast & Harbour'},"(3)
MAST & HARBOUR",True,"{'x': 62.727272033691406, 'y': 1029.928955078125, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(4) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Babyhug""> <span class=""pull-right"">(4)</span>Babyhug</a>",a,{'href': '/brand_products/Babyhug'},"(4)
BABYHUG",True,"{'x': 62.727272033691406, 'y': 1061.9176025390625, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(5) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Allen Solly Junior""> <span class=""pull-right"">(3)</span>Allen Solly Junior</a>",a,{'href': '/brand_products/Allen Solly Junior'},"(3)
ALLEN SOLLY JUNIOR",True,"{'x': 62.727272033691406, 'y': 1093.90625, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(6) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Kookie Kids""> <span class=""pull-right"">(3)</span>Kookie Kids</a>",a,{'href': '/brand_products/Kookie Kids'},"(3)
KOOKIE KIDS",True,"{'x': 62.727272033691406, 'y': 1125.8948974609375, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(7) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/brand_products/Biba""> <span class=""pull-right"">(5)</span>Biba</a>",a,{'href': '/brand_products/Biba'},"(5)
BIBA",True,"{'x': 62.727272033691406, 'y': 1157.8834228515625, 'width': 260.6818161010742, 'height': 30}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(1) > div:nth-child(4) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(8) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/view_cart""><u>View Cart</u></a>",a,{'href': '/view_cart'},View Cart,False,,#cartModal > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > p:nth-child(2) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/1"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/1', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 1049.7442626953125, 'width': 248.39486694335938, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(3) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/2"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/2', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 1049.7442626953125, 'width': 248.39483642578125, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(4) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/3"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/3', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 1049.7442626953125, 'width': 248.3948974609375, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(5) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/4"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/4', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 1503.90625, 'width': 248.39486694335938, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(6) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/5"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/5', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 1503.90625, 'width': 248.39483642578125, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(7) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/6"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/6', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 1503.90625, 'width': 248.3948974609375, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(8) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/7"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/7', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 2099.6875, 'width': 248.39486694335938, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(9) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/8"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/8', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 1748.13916015625, 'width': 248.39483642578125, 'height': 38.5653076171875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(10) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/11"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/11', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 2028.3095703125, 'width': 248.3948974609375, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(11) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/12"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/12', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 2552.8125, 'width': 248.39483642578125, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(12) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/13"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/13', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 2579.5595703125, 'width': 248.3948974609375, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(13) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/14"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/14', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 3104.0625, 'width': 248.39486694335938, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(14) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/15"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/15', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 3104.0625, 'width': 248.39483642578125, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(15) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/16"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/16', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 3104.0625, 'width': 248.3948974609375, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(16) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/18"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/18', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 3608.096435546875, 'width': 248.39486694335938, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(17) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/19"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/19', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 3628.565185546875, 'width': 248.39483642578125, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(18) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/20"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/20', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 3642.968505859375, 'width': 248.3948974609375, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(19) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/21"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/21', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 4238.9345703125, 'width': 248.39486694335938, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(20) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/22"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/22', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 4134.744140625, 'width': 248.39483642578125, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(21) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/23"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/23', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 3907.20166015625, 'width': 248.3948974609375, 'height': 38.565185546875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(22) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/24"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/24', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 4378.97705078125, 'width': 248.3948974609375, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(23) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/28"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/28', 'style': 'color: brown;'}",View Product,True,"{'x': 373.8636169433594, 'y': 4925.43994140625, 'width': 248.39486694335938, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(24) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/29"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/29', 'style': 'color: brown;'}",View Product,True,"{'x': 661.3494262695312, 'y': 4933.55078125, 'width': 248.39483642578125, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(25) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
https://www.automationexercise.com/,"<a href=""/product_details/30"" style=""color: brown;""><i class=""fa fa-plus-square""></i>View Product</a>",a,"{'href': '/product_details/30', 'style': 'color: brown;'}",View Product,True,"{'x': 948.835205078125, 'y': 4622.35791015625, 'width': 248.3948974609375, 'height': 38.5654296875}",html:nth-child(1) > body:nth-child(2) > section:nth-child(3) > div:nth-child(1) > div:nth-child(1) > div:nth-child(2) > div:nth-child(1) > div:nth-child(26) > div:nth-child(1) > div:nth-child(2) > ul:nth-child(1) > li:nth-child(1) > a:nth-child(1),click
